horizon_steps,horizon_min,model,n,mae_kw,rmse_kw,nrmse,r2
1,15,PG-GRU-ASCF,11519,4.551362991333008,11.357042831432837,0.02588794809991529,0.9739764928817749
4,60,PG-GRU-ASCF,11516,9.326955795288086,17.466269984120913,0.03981369953070644,0.9384559988975525
