,ghi_mean,ghi_std,ghi_max,ghi_cv,pv_energy_kwh,pv_peak_kw,load_mean_kw,load_energy_kwh,bess_dis_energy_kwh,bess_ch_energy_kwh,grid_imp_energy_kwh,grid_exp_energy_kwh,temp_mean_c,temp_max_c,day_type
2024-01-28,646.7990094339623,355.78872259435377,1092.32,0.5500761711210992,2986.6372693826743,394.76305135091,66.87268834722778,886.063120600768,23.82290697190901,134.9050440813105,10.362489849329133,97.39682985842234,34.94372641509434,39.31,partly_variable
2024-01-29,654.8556603773585,362.1957791288936,1103.78,0.5530925378581585,2941.1449843247733,389.78479003906,181.26105204206993,2401.7089395574267,188.4893801462215,0.05186964074770582,70.24205255508426,0.0,36.54882075471698,40.82,partly_variable
2024-01-30,652.5786320754718,363.9421274384362,1107.5,0.557698504900396,3026.4570303956625,401.99065144856667,175.73964281513736,2328.55026730057,10.676122042660907,3.279296594361459,57.092847824096495,0.0,37.19452830188679,41.39,partly_variable
2024-01-31,649.8684905660377,363.1398644886717,1099.97,0.5587897701770025,3068.62650425235,406.81487019856667,186.21116359234153,2327.6395449042693,11.09995672168833,4.952499782356116,17.337729692459,0.0,35.45665094339623,39.46,partly_variable
2024-02-01,667.9462735849056,371.45268733192813,1138.4,0.556111624574714,3122.015344659492,410.74683634440333,154.63326468470387,2048.890757072327,66.15474778312885,87.2789846882223,6.995818018913351,0.0,33.41278301886793,38.24,partly_variable
2024-02-02,626.8103301886792,372.26491796225133,1115.47,0.5939036101242845,2866.686974445982,420.51991780599,157.70102415062803,2089.5385699958215,37.63119896998006,48.08617806931346,110.3735790252685,0.0,34.423962264150944,39.04,high_variability
2024-02-03,269.8110849056604,172.09272785452302,522.62,0.6378267516870011,1294.0938385625698,298.49478149414,41.376509768736085,548.2387544357531,8.862962998449742,290.3218612434964,34.87801963090902,5.6882754564285625,35.08358490566038,38.53,high_variability
2024-02-04,507.51146226415096,327.7901238980582,975.78,0.645877282132101,1807.332217613857,359.10562133789,51.16983624186904,678.000330204765,33.21689847360035,153.53547295431287,0.0,28.67886257171625,35.94872641509434,39.76,high_variability
2024-02-05,587.1025,337.4480699929991,1085.72,0.5747685795802251,2177.8976789315543,386.54418945312335,195.2400325507509,2489.3104150220743,186.33425315717867,0.0,60.262146949767995,0.0,37.59887254901961,42.7,high_variability
2024-02-06,599.2,343.08600582871344,1046.07,0.572573440969148,2904.7860824068352,422.55768839518,176.67922301113236,2252.660093391937,10.701486028730864,2.18575223783653,92.0035429000855,0.0,31.764950980392157,35.89,high_variability
2024-02-07,558.0469117647059,342.89874876652306,1044.47,0.6144622280628306,2760.464678893484,410.98376464843665,155.8307358487783,1986.8418820719232,10.704473138786886,26.637812283666143,53.865088462829746,0.0,28.863627450980392,32.91,high_variability
2024-02-08,652.6583333333333,348.6070087611789,1099.9,0.5341340038986896,2926.1142198791113,436.3729553222667,155.7141441104365,1985.3553374080652,28.9339970822136,44.1696567069741,26.097927093505675,0.0,30.967647058823527,34.82,clear
2024-02-09,656.413725490196,349.01481258227875,1091.75,0.5316994435508517,2986.4113576114173,403.50893147786337,149.41551385181964,1905.0478016107006,93.47128405670333,111.6314337992421,12.03750324249275,0.0,32.7643137254902,36.91,clear
2024-02-10,527.3104901960784,276.29450398941145,902.12,0.5239692915774773,2438.363674501578,423.5793253580734,72.11135509391038,919.4197774473572,24.383132681250594,291.4130084843687,19.963005185127425,51.36894321441725,34.05921568627451,37.49,clear
